game_id,_id_game,over_under,Result
9646,664f7ee236cf90b9bbe8c497,207.5,Under
9648,664f7ee236cf90b9bbe8c499,219.5,Under
9650,664f7ee236cf90b9bbe8c49b,223.5,Under
9651,664f7ee236cf90b9bbe8c49c,220.5,Under
9652,664f7ee236cf90b9bbe8c49d,219.5,Under
9653,664f7ee236cf90b9bbe8c49e,216.0,Under
9656,664f7ee236cf90b9bbe8c4a1,224.5,Under
9658,664f7ee236cf90b9bbe8c4a3,224.5,Under
9659,664f7ee236cf90b9bbe8c4a4,220.5,Over
9660,664f7ee236cf90b9bbe8c4a5,243.0,Over
9661,664f7ee236cf90b9bbe8c4a6,215.5,Over
9662,664f7ee236cf90b9bbe8c4a7,222.5,Over
9663,664f7ee236cf90b9bbe8c4a8,228.5,Over
9664,664f7ee236cf90b9bbe8c4a9,208.0,Over
9665,664f7ee236cf90b9bbe8c4aa,214.5,Under
9666,664f7ee236cf90b9bbe8c4ab,217.5,Under
9667,664f7ee236cf90b9bbe8c4ac,210.0,Under
9670,664f7ee236cf90b9bbe8c4af,219.0,Over
9719,664f7ee236cf90b9bbe8c4b1,225.5,Over
9720,664f7ee236cf90b9bbe8c4b2,215.5,Over
9721,664f7ee236cf90b9bbe8c4b3,222.5,Under
9722,664f7ee236cf90b9bbe8c4b4,221.0,Over
9723,664f7ee236cf90b9bbe8c4b5,195.5,Under
9724,664f7ee236cf90b9bbe8c4b6,207.5,Over
9725,664f7ee236cf90b9bbe8c4b7,209.0,Under
9726,664f7ee236cf90b9bbe8c4b8,215.5,Under
9727,664f7ee236cf90b9bbe8c4b9,217.0,Under
9728,664f7ee236cf90b9bbe8c4ba,226.5,Under
9729,664f7ee236cf90b9bbe8c4bb,214.5,Over
9730,664f7ee236cf90b9bbe8c4bc,203.5,Over
9731,664f7ee236cf90b9bbe8c4bd,232.5,Over
9732,664f7ee236cf90b9bbe8c4be,205.0,Under
9733,664f7ee236cf90b9bbe8c4bf,225.0,Over
9734,664f7ee236cf90b9bbe8c4c0,221.5,Over
9735,664f7ee236cf90b9bbe8c4c1,215.5,Over
9736,664f7ee236cf90b9bbe8c4c2,217.0,Over
9737,664f7ee236cf90b9bbe8c4c3,216.0,Under
9738,664f7ee236cf90b9bbe8c4c4,211.5,Over
9739,664f7ee236cf90b9bbe8c4c5,212.5,Under
9740,664f7ee236cf90b9bbe8c4c6,212.5,Over
9741,664f7ee236cf90b9bbe8c4c7,195.5,Under
9742,664f7ee236cf90b9bbe8c4c8,222.5,Under
9743,664f7ee236cf90b9bbe8c4c9,221.5,Under
9744,664f7ee236cf90b9bbe8c4ca,233.5,Under
9745,664f7ee236cf90b9bbe8c4cb,219.0,Under
9746,664f7ee236cf90b9bbe8c4cc,220.0,Over
9747,664f7ee236cf90b9bbe8c4cd,214.5,Under
9748,664f7ee236cf90b9bbe8c4ce,221.5,Under
9749,664f7ee236cf90b9bbe8c4cf,225.0,Under
9750,664f7ee236cf90b9bbe8c4d0,214.0,Over
9751,664f7ee236cf90b9bbe8c4d1,219.5,Over
9752,664f7ee236cf90b9bbe8c4d2,203.5,Under
9753,664f7ee236cf90b9bbe8c4d3,219.0,Under
9754,664f7ee236cf90b9bbe8c4d4,207.5,Over
9755,664f7ee236cf90b9bbe8c4d5,201.0,Under
9756,664f7ee236cf90b9bbe8c4d6,220.5,Over
9757,664f7ee236cf90b9bbe8c4d7,221.5,Under
9758,664f7ee236cf90b9bbe8c4d8,214.5,Over
9759,664f7ee236cf90b9bbe8c4d9,227.5,Under
9760,664f7ee236cf90b9bbe8c4da,223.0,Under
9761,664f7ee236cf90b9bbe8c4db,216.5,Under
9762,664f7ee236cf90b9bbe8c4dc,215.0,Over
9763,664f7ee236cf90b9bbe8c4dd,218.0,Under
9764,664f7ee236cf90b9bbe8c4de,178.0,Over
9765,664f7ee236cf90b9bbe8c4df,213.5,Over
9766,664f7ee236cf90b9bbe8c4e0,201.5,Over
9767,664f7ee236cf90b9bbe8c4e1,215.5,Over
9768,664f7ee236cf90b9bbe8c4e2,212.0,Under
9769,664f7ee236cf90b9bbe8c4e3,209.5,Over
9770,664f7ee236cf90b9bbe8c4e4,219.0,Over
9771,664f7ee236cf90b9bbe8c4e5,223.5,Under
9772,664f7ee236cf90b9bbe8c4e6,207.5,Under
9773,664f7ee236cf90b9bbe8c4e7,211.5,Over
9774,664f7ee236cf90b9bbe8c4e8,215.0,Over
9775,664f7ee236cf90b9bbe8c4e9,220.0,Under
9776,664f7ee236cf90b9bbe8c4ea,218.5,Under
9777,664f7ee236cf90b9bbe8c4eb,220.0,Under
9778,664f7ee236cf90b9bbe8c4ec,220.5,Under
9779,664f7ee236cf90b9bbe8c4ed,198.0,Under
9780,664f7ee236cf90b9bbe8c4ee,214.0,Under
9781,664f7ee236cf90b9bbe8c4ef,206.5,Over
9782,664f7ee236cf90b9bbe8c4f0,212.5,Under
9783,664f7ee236cf90b9bbe8c4f1,208.5,Under
9784,664f7ee236cf90b9bbe8c4f2,222.0,Under
9785,664f7ee236cf90b9bbe8c4f3,227.0,Under
9786,664f7ee236cf90b9bbe8c4f4,195.5,Under
9787,664f7ee236cf90b9bbe8c4f5,213.0,Under
9788,664f7ee236cf90b9bbe8c4f6,219.5,Under
9790,664f7ee236cf90b9bbe8c4f8,193.5,Over
9791,664f7ee236cf90b9bbe8c4f9,221.0,Over
9792,664f7ee236cf90b9bbe8c4fa,228.5,Under
9793,664f7ee236cf90b9bbe8c4fb,209.5,Under
9794,664f7ee236cf90b9bbe8c4fc,213.0,Over
9795,664f7ee236cf90b9bbe8c4fd,215.0,Over
9796,664f7ee236cf90b9bbe8c4fe,210.0,Under
9797,664f7ee236cf90b9bbe8c4ff,212.5,Over
9798,664f7ee236cf90b9bbe8c500,209.0,Over
9799,664f7ee236cf90b9bbe8c501,214.5,Under
9800,664f7ee236cf90b9bbe8c502,215.5,Under
9801,664f7ee236cf90b9bbe8c503,209.5,Over
9802,664f7ee236cf90b9bbe8c504,211.5,Over
9803,664f7ee236cf90b9bbe8c505,218.0,Under
9804,664f7ee236cf90b9bbe8c506,204.5,Over
9805,664f7ee236cf90b9bbe8c507,207.5,Under
9806,664f7ee236cf90b9bbe8c508,207.0,Under
9807,664f7ee236cf90b9bbe8c509,227.5,Under
9808,664f7ee236cf90b9bbe8c50a,205.5,Over
9809,664f7ee236cf90b9bbe8c50b,215.5,Over
9810,664f7ee236cf90b9bbe8c50c,220.5,Over
9811,664f7ee236cf90b9bbe8c50d,218.0,Over
9812,664f7ee236cf90b9bbe8c50e,221.5,Over
9814,664f7ee236cf90b9bbe8c510,235.5,Over
9815,664f7ee236cf90b9bbe8c511,212.5,Under
9816,664f7ee236cf90b9bbe8c512,231.5,Under
9817,664f7ee236cf90b9bbe8c513,216.5,Over
9818,664f7ee236cf90b9bbe8c514,207.0,Over
9819,664f7ee236cf90b9bbe8c515,214.5,Under
9820,664f7ee236cf90b9bbe8c516,212.5,Over
9821,664f7ee236cf90b9bbe8c517,213.0,Under
9822,664f7ee236cf90b9bbe8c518,215.0,Under
9823,664f7ee236cf90b9bbe8c519,218.5,Under
9824,664f7ee236cf90b9bbe8c51a,214.5,Under
9825,664f7ee236cf90b9bbe8c51b,220.0,Over
9826,664f7ee236cf90b9bbe8c51c,221.5,Over
9827,664f7ee236cf90b9bbe8c51d,219.5,Under
9828,664f7ee236cf90b9bbe8c51e,207.5,Under
9829,664f7ee236cf90b9bbe8c51f,214.0,Under
9830,664f7ee236cf90b9bbe8c520,214.5,Over
9831,664f7ee236cf90b9bbe8c521,211.5,Over
9832,664f7ee236cf90b9bbe8c522,210.5,Over
9833,664f7ee236cf90b9bbe8c523,225.5,Over
9834,664f7ee236cf90b9bbe8c524,219.0,Under
9835,664f7ee236cf90b9bbe8c525,217.0,Over
9836,664f7ee236cf90b9bbe8c526,217.0,Over
9837,664f7ee236cf90b9bbe8c527,217.5,Over
9838,664f7ee236cf90b9bbe8c528,213.5,Under
9839,664f7ee236cf90b9bbe8c529,220.5,Under
9840,664f7ee236cf90b9bbe8c52a,210.5,Over
9841,664f7ee236cf90b9bbe8c52b,208.0,Over
9842,664f7ee236cf90b9bbe8c52c,223.5,Over
9843,664f7ee236cf90b9bbe8c52d,217.0,Under
9844,664f7ee236cf90b9bbe8c52e,225.5,Over
9845,664f7ee236cf90b9bbe8c52f,205.5,Under
9846,664f7ee236cf90b9bbe8c530,231.5,Over
9847,664f7ee236cf90b9bbe8c531,214.5,Over
9848,664f7ee236cf90b9bbe8c532,212.5,Under
9849,664f7ee236cf90b9bbe8c533,210.0,Over
9850,664f7ee236cf90b9bbe8c534,226.5,Over
9851,664f7ee236cf90b9bbe8c535,208.0,Under
9852,664f7ee236cf90b9bbe8c536,213.5,Under
9853,664f7ee236cf90b9bbe8c537,214.0,Over
9854,664f7ee236cf90b9bbe8c538,218.0,Under
9855,664f7ee236cf90b9bbe8c539,227.5,Under
9856,664f7ee236cf90b9bbe8c53a,229.0,Over
9857,664f7ee236cf90b9bbe8c53b,197.5,Over
9858,664f7ee236cf90b9bbe8c53c,208.0,Under
9859,664f7ee236cf90b9bbe8c53d,222.0,Under
9860,664f7ee236cf90b9bbe8c53e,205.0,Under
9861,664f7ee236cf90b9bbe8c53f,202.5,Over
9862,664f7ee236cf90b9bbe8c540,221.5,Over
9863,664f7ee236cf90b9bbe8c541,212.5,Over
9864,664f7ee236cf90b9bbe8c542,215.0,Over
9865,664f7ee236cf90b9bbe8c543,216.0,Under
9866,664f7ee236cf90b9bbe8c544,208.5,Over
9867,664f7ee236cf90b9bbe8c545,207.5,Under
9868,664f7ee236cf90b9bbe8c546,223.0,Over
9869,664f7ee236cf90b9bbe8c547,216.5,Under
9870,664f7ee236cf90b9bbe8c548,200.5,Under
9871,664f7ee236cf90b9bbe8c549,203.5,Over
9872,664f7ee236cf90b9bbe8c54a,224.5,Over
9940,664f7ee236cf90b9bbe8c54b,213.0,Over
9941,664f7ee236cf90b9bbe8c54c,216.0,Under
9988,664f7ee236cf90b9bbe8c54d,235.5,Over
10007,664f7ee236cf90b9bbe8c54e,211.0,Under
10008,664f7ee236cf90b9bbe8c54f,203.5,Over
10009,664f7ee236cf90b9bbe8c550,208.5,Under
10010,664f7ee236cf90b9bbe8c551,210.5,Over
10011,664f7ee236cf90b9bbe8c552,214.0,Under
10012,664f7ee236cf90b9bbe8c553,223.0,Under
10013,664f7ee236cf90b9bbe8c554,216.0,Over
10014,664f7ee236cf90b9bbe8c555,197.0,Under
10015,664f7ee236cf90b9bbe8c556,220.0,Under
10016,664f7ee236cf90b9bbe8c557,231.5,Over
10018,664f7ee236cf90b9bbe8c559,218.5,Over
10019,664f7ee236cf90b9bbe8c55a,206.5,Over
10020,664f7ee236cf90b9bbe8c55b,214.0,Over
10021,664f7ee236cf90b9bbe8c55c,225.5,Over
10022,664f7ee236cf90b9bbe8c55d,214.5,Under
10023,664f7ee236cf90b9bbe8c55e,219.0,Under
10024,664f7ee236cf90b9bbe8c55f,228.0,Over
10025,664f7ee236cf90b9bbe8c560,216.0,Under
10026,664f7ee236cf90b9bbe8c561,234.0,Under
10027,664f7ee236cf90b9bbe8c562,221.0,Under
10028,664f7ee236cf90b9bbe8c563,217.5,Under
10029,664f7ee236cf90b9bbe8c564,219.5,Over
10030,664f7ee236cf90b9bbe8c565,211.5,Over
10031,664f7ee236cf90b9bbe8c566,206.0,Under
10032,664f7ee236cf90b9bbe8c567,219.0,Under
10033,664f7ee236cf90b9bbe8c568,212.5,Over
10034,664f7ee236cf90b9bbe8c569,219.5,Under
10035,664f7ee236cf90b9bbe8c56a,209.0,Under
10037,664f7ee236cf90b9bbe8c56c,216.5,Under
10038,664f7ee236cf90b9bbe8c56d,224.5,Over
10039,664f7ee236cf90b9bbe8c56e,214.5,Under
10040,664f7ee236cf90b9bbe8c56f,218.5,Under
10041,664f7ee236cf90b9bbe8c570,219.0,Over
10042,664f7ee236cf90b9bbe8c571,210.5,Over
10043,664f7ee236cf90b9bbe8c572,204.5,Under
10044,664f7ee236cf90b9bbe8c573,207.0,Over
10045,664f7ee236cf90b9bbe8c574,219.5,Over
10046,664f7ee236cf90b9bbe8c575,204.5,Under
10047,664f7ee236cf90b9bbe8c576,229.5,Under
10048,664f7ee236cf90b9bbe8c577,215.0,Under
10049,664f7ee236cf90b9bbe8c578,226.0,Over
10050,664f7ee236cf90b9bbe8c579,217.0,Under
10051,664f7ee236cf90b9bbe8c57a,226.5,Under
10052,664f7ee236cf90b9bbe8c57b,223.5,Over
10053,664f7ee236cf90b9bbe8c57c,218.0,Under
10055,664f7ee236cf90b9bbe8c57e,227.5,Under
10056,664f7ee236cf90b9bbe8c57f,233.0,Over
10057,664f7ee236cf90b9bbe8c580,223.5,Over
10058,664f7ee236cf90b9bbe8c581,207.5,Under
