commence_time,home_team,away_team
2022-02-17T00:11:55Z,Orlando Magic,Atlanta Hawks
2022-10-24T23:10:00Z,Philadelphia 76ers,Indiana Pacers
2021-12-22T01:10:44Z,New Orleans Pelicans,Portland Trail Blazers
2022-10-23T00:10:00Z,Milwaukee Bucks,Houston Rockets
2021-11-11T00:40:00Z,New York Knicks,Milwaukee Bucks
2022-11-19T01:40:00Z,New Orleans Pelicans,Boston Celtics
2022-03-02T01:10:52Z,Minnesota Timberwolves,Golden State Warriors
2022-11-21T00:40:24Z,Dallas Mavericks,Denver Nuggets
2022-10-19T23:44:40Z,Toronto Raptors,Cleveland Cavaliers
2022-11-19T23:10:57Z,Atlanta Hawks,Toronto Raptors
2022-03-15T02:10:00Z,Sacramento Kings,Chicago Bulls
2022-03-27T00:10:31Z,Memphis Grizzlies,Milwaukee Bucks
2022-04-02T16:40:47Z,Philadelphia 76ers,Charlotte Hornets
2021-12-12T23:10:32Z,Detroit Pistons,Brooklyn Nets
2022-04-02T00:40:00Z,San Antonio Spurs,Portland Trail Blazers
2021-11-30T01:40:45Z,Dallas Mavericks,Cleveland Cavaliers
2021-10-25T01:35:00Z,Los Angeles Lakers,Memphis Grizzlies
2022-11-17T03:10:00Z,Denver Nuggets,New York Knicks
2021-11-28T01:10:40Z,Chicago Bulls,Miami Heat
2022-03-15T23:10:00Z,Indiana Pacers,Memphis Grizzlies
2022-03-25T00:10:30Z,Memphis Grizzlies,Indiana Pacers
2022-02-16T01:10:41Z,Milwaukee Bucks,Indiana Pacers
2021-12-29T01:10:00Z,New Orleans Pelicans,Cleveland Cavaliers
2021-11-07T23:10:13Z,Sacramento Kings,Indiana Pacers
2022-03-23T23:40:00Z,Memphis Grizzlies,Brooklyn Nets
2022-11-03T00:10:18Z,Chicago Bulls,Charlotte Hornets
2022-01-13T01:40:00Z,San Antonio Spurs,Houston Rockets
2021-10-21T01:14:04Z,Utah Jazz,Oklahoma City Thunder
2022-03-31T23:11:00Z,Detroit Pistons,Philadelphia 76ers
2022-05-20T00:30:00Z,Miami Heat,Boston Celtics
2022-11-27T23:10:00Z,Orlando Magic,Philadelphia 76ers
2022-01-27T00:10:00Z,Cleveland Cavaliers,Milwaukee Bucks
2022-02-12T00:40:14Z,Atlanta Hawks,San Antonio Spurs
2022-03-05T02:10:00Z,Denver Nuggets,Houston Rockets
2022-03-01T00:10:00Z,Cleveland Cavaliers,Minnesota Timberwolves
2022-10-20T02:10:00Z,Phoenix Suns,Dallas Mavericks
2021-12-18T17:10:00Z,Detroit Pistons,Houston Rockets
2021-12-14T00:10:00Z,Cleveland Cavaliers,Miami Heat
2022-10-30T22:10:59Z,Detroit Pistons,Golden State Warriors
2022-03-08T01:10:00Z,Minnesota Timberwolves,Portland Trail Blazers
2021-11-27T00:00:00Z,Orlando Magic,Chicago Bulls
2022-11-23T02:11:59Z,Denver Nuggets,Detroit Pistons
2022-11-08T00:00:18Z,Charlotte Hornets,Washington Wizards
2022-03-12T01:40:00Z,San Antonio Spurs,Utah Jazz
2022-06-06T00:00:00Z,Golden State Warriors,Boston Celtics
2022-12-30T01:40:00Z,Dallas Mavericks,Houston Rockets
2021-11-09T02:11:14Z,Denver Nuggets,Miami Heat
2022-11-10T01:00:00Z,San Antonio Spurs,Memphis Grizzlies
2021-12-24T03:40:00Z,Los Angeles Lakers,San Antonio Spurs
2022-01-14T01:00:00Z,New Orleans Pelicans,Los Angeles Clippers
2022-03-08T01:40:00Z,Dallas Mavericks,Utah Jazz
2022-10-30T22:10:00Z,Cleveland Cavaliers,New York Knicks
2023-01-05T00:10:00Z,Charlotte Hornets,Memphis Grizzlies
2022-01-27T03:10:00Z,Portland Trail Blazers,Dallas Mavericks
2022-03-05T00:10:36Z,Detroit Pistons,Indiana Pacers
2023-01-05T00:10:00Z,Philadelphia 76ers,Indiana Pacers
2022-11-27T20:11:12Z,Brooklyn Nets,Portland Trail Blazers
2023-01-02T20:10:00Z,New York Knicks,Phoenix Suns
2021-11-07T00:10:20Z,Chicago Bulls,Philadelphia 76ers
2021-12-29T01:10:25Z,Minnesota Timberwolves,New York Knicks
2021-11-03T23:10:35Z,Orlando Magic,Boston Celtics
2022-01-01T02:11:17Z,Utah Jazz,Minnesota Timberwolves
2022-01-16T23:11:08Z,Sacramento Kings,Houston Rockets
2022-05-25T01:00:00Z,Dallas Mavericks,Golden State Warriors
2022-06-03T01:00:00Z,Golden State Warriors,Boston Celtics
2021-12-21T02:10:00Z,Utah Jazz,Charlotte Hornets
2022-03-19T00:10:00Z,Miami Heat,Oklahoma City Thunder
2022-12-28T01:10:00Z,Memphis Grizzlies,Phoenix Suns
2021-12-11T01:11:14Z,Houston Rockets,Milwaukee Bucks
2022-03-17T02:10:00Z,Sacramento Kings,Milwaukee Bucks
2021-10-23T01:10:00Z,Denver Nuggets,San Antonio Spurs
2022-02-11T01:40:34Z,Dallas Mavericks,Los Angeles Clippers
2022-12-20T01:10:13Z,Oklahoma City Thunder,Portland Trail Blazers
2021-10-24T00:10:19Z,Chicago Bulls,Detroit Pistons
2022-12-03T01:10:00Z,San Antonio Spurs,New Orleans Pelicans
2022-11-14T02:40:00Z,Los Angeles Lakers,Brooklyn Nets
2023-01-01T00:10:00Z,Houston Rockets,New York Knicks
2022-03-12T00:10:00Z,Orlando Magic,Minnesota Timberwolves
2022-11-10T01:00:00Z,Oklahoma City Thunder,Milwaukee Bucks
2022-10-27T00:10:23Z,Chicago Bulls,Indiana Pacers
2021-11-13T01:10:00Z,Oklahoma City Thunder,Sacramento Kings
2022-03-25T00:10:00Z,Milwaukee Bucks,Washington Wizards
2022-12-01T00:40:00Z,New York Knicks,Milwaukee Bucks
2021-10-19T23:37:04Z,Milwaukee Bucks,Brooklyn Nets
2022-02-09T03:00:00Z,Sacramento Kings,Minnesota Timberwolves
2022-01-02T01:11:10Z,Houston Rockets,Denver Nuggets
2021-10-27T00:30:00Z,San Antonio Spurs,Los Angeles Lakers
2022-01-23T00:10:00Z,Milwaukee Bucks,Sacramento Kings
2022-03-28T23:42:23Z,Miami Heat,Sacramento Kings
2022-02-26T17:10:00Z,Detroit Pistons,Boston Celtics
2022-11-26T01:00:00Z,Houston Rockets,Atlanta Hawks
2021-11-04T00:10:49Z,Memphis Grizzlies,Denver Nuggets
2021-11-06T02:10:00Z,Sacramento Kings,Charlotte Hornets
2022-01-23T23:10:00Z,Toronto Raptors,Portland Trail Blazers
2022-10-27T00:10:19Z,Minnesota Timberwolves,San Antonio Spurs
2022-04-22T02:00:00Z,Denver Nuggets,Golden State Warriors
2022-12-27T01:10:00Z,San Antonio Spurs,Utah Jazz
2022-11-10T00:40:00Z,Boston Celtics,Detroit Pistons
2022-01-27T01:10:21Z,Chicago Bulls,Toronto Raptors
2022-03-24T00:40:00Z,Dallas Mavericks,Houston Rockets
2022-12-06T03:00:00Z,Golden State Warriors,Indiana Pacers
2022-11-01T23:37:28Z,Brooklyn Nets,Chicago Bulls
2022-05-07T01:30:00Z,Dallas Mavericks,Phoenix Suns
2022-10-30T23:10:10Z,San Antonio Spurs,Minnesota Timberwolves
2022-03-09T01:10:27Z,Oklahoma City Thunder,Milwaukee Bucks
2022-01-20T01:10:48Z,Milwaukee Bucks,Memphis Grizzlies
2022-11-22T00:10:00Z,Indiana Pacers,Orlando Magic
2021-10-23T23:40:00Z,Toronto Raptors,Dallas Mavericks
2021-10-24T23:10:00Z,Houston Rockets,Boston Celtics
2022-10-24T00:40:36Z,Golden State Warriors,Sacramento Kings
2022-03-17T02:05:00Z,Golden State Warriors,Boston Celtics
2022-01-11T00:40:38Z,Boston Celtics,Indiana Pacers
2021-12-22T00:35:00Z,Miami Heat,Indiana Pacers
2022-12-11T23:10:23Z,Orlando Magic,Toronto Raptors
2021-10-24T23:10:00Z,New York Knicks,Orlando Magic
2022-01-12T01:10:33Z,New Orleans Pelicans,Minnesota Timberwolves
2022-03-16T23:10:39Z,Charlotte Hornets,Atlanta Hawks
2022-04-11T01:40:00Z,Dallas Mavericks,San Antonio Spurs
2022-10-22T23:10:00Z,Orlando Magic,Boston Celtics
2021-11-21T00:10:20Z,Indiana Pacers,New Orleans Pelicans
2022-11-22T01:10:00Z,New Orleans Pelicans,Golden State Warriors
2022-10-23T00:00:00Z,Miami Heat,Toronto Raptors
2022-03-13T01:10:12Z,Chicago Bulls,Cleveland Cavaliers
2022-03-22T23:40:00Z,New York Knicks,Atlanta Hawks
2022-11-19T02:10:46Z,Utah Jazz,Phoenix Suns
2023-01-05T00:00:00Z,Charlotte Hornets,Memphis Grizzlies
2022-11-26T00:00:00Z,Orlando Magic,Philadelphia 76ers
2022-11-11T00:11:16Z,Washington Wizards,Dallas Mavericks
2022-04-18T23:30:00Z,Philadelphia 76ers,Toronto Raptors
2022-10-25T00:10:00Z,Memphis Grizzlies,Brooklyn Nets
2023-01-05T00:00:00Z,Philadelphia 76ers,Indiana Pacers
2023-01-02T01:10:00Z,Denver Nuggets,Boston Celtics
2021-12-30T00:40:00Z,Boston Celtics,Los Angeles Clippers
2022-01-26T01:11:06Z,Houston Rockets,San Antonio Spurs
2022-11-19T02:00:00Z,Utah Jazz,Phoenix Suns
2022-11-17T03:10:00Z,Phoenix Suns,Golden State Warriors
2022-11-24T00:41:03Z,Toronto Raptors,Brooklyn Nets
2022-11-24T03:10:00Z,Golden State Warriors,Los Angeles Clippers
2022-11-10T00:40:00Z,Atlanta Hawks,Utah Jazz
2022-03-26T00:10:00Z,Miami Heat,New York Knicks
2022-03-25T00:10:33Z,New Orleans Pelicans,Chicago Bulls
2022-05-27T01:00:00Z,Golden State Warriors,Dallas Mavericks
2021-12-14T00:10:00Z,Toronto Raptors,Sacramento Kings
2022-11-08T02:10:00Z,Memphis Grizzlies,Boston Celtics
2022-11-14T01:10:00Z,Chicago Bulls,Denver Nuggets
2022-01-02T00:11:08Z,Washington Wizards,Chicago Bulls
2021-12-24T02:10:00Z,Denver Nuggets,Charlotte Hornets
2022-10-23T23:10:00Z,New Orleans Pelicans,Utah Jazz
2022-03-23T23:40:00Z,Miami Heat,Golden State Warriors
2022-02-11T03:00:00Z,Phoenix Suns,Milwaukee Bucks
2021-12-29T00:40:00Z,Toronto Raptors,Philadelphia 76ers
2021-12-25T22:10:00Z,Phoenix Suns,Golden State Warriors
2021-12-16T00:40:00Z,Dallas Mavericks,Los Angeles Lakers
2022-02-10T00:10:00Z,Cleveland Cavaliers,San Antonio Spurs
2022-12-10T02:10:00Z,Utah Jazz,Minnesota Timberwolves
2022-01-23T23:10:27Z,Orlando Magic,Chicago Bulls
2022-02-05T02:10:14Z,Utah Jazz,Brooklyn Nets
2022-11-15T01:11:42Z,Houston Rockets,Los Angeles Clippers
2022-12-15T00:10:00Z,Indiana Pacers,Golden State Warriors
2022-12-22T03:10:00Z,Sacramento Kings,Los Angeles Lakers
2022-04-05T23:40:00Z,Toronto Raptors,Atlanta Hawks
2022-12-03T00:41:03Z,Cleveland Cavaliers,Orlando Magic
2021-11-14T00:10:00Z,Orlando Magic,Washington Wizards
2022-04-22T23:00:00Z,Atlanta Hawks,Miami Heat
2022-11-10T00:30:00Z,Boston Celtics,Detroit Pistons
2022-02-15T01:10:00Z,Milwaukee Bucks,Portland Trail Blazers
2022-12-15T00:40:00Z,Chicago Bulls,New York Knicks
2022-10-26T23:12:30Z,Cleveland Cavaliers,Orlando Magic
2022-01-21T00:41:32Z,New York Knicks,New Orleans Pelicans
2021-12-17T00:40:00Z,Brooklyn Nets,Philadelphia 76ers
2021-11-03T23:45:48Z,Brooklyn Nets,Atlanta Hawks
2022-03-31T00:10:12Z,Oklahoma City Thunder,Atlanta Hawks
2021-11-16T01:10:51Z,Dallas Mavericks,Denver Nuggets
2022-04-09T00:30:00Z,Dallas Mavericks,Portland Trail Blazers
2022-05-12T01:30:00Z,Memphis Grizzlies,Golden State Warriors
2022-10-19T23:42:43Z,Atlanta Hawks,Houston Rockets
2022-12-14T03:00:00Z,Los Angeles Lakers,Boston Celtics
2022-12-22T00:40:00Z,Boston Celtics,Indiana Pacers
2022-01-21T00:32:00Z,Dallas Mavericks,Phoenix Suns
2021-12-26T01:08:39Z,Los Angeles Lakers,Brooklyn Nets
2022-01-31T00:10:45Z,Milwaukee Bucks,Denver Nuggets
2022-10-31T23:11:45Z,Washington Wizards,Philadelphia 76ers
2022-01-15T00:45:20Z,Chicago Bulls,Golden State Warriors
2022-01-23T01:10:00Z,Cleveland Cavaliers,Oklahoma City Thunder
2022-01-26T00:11:00Z,Washington Wizards,Los Angeles Clippers
2022-03-28T23:10:00Z,Indiana Pacers,Atlanta Hawks
2023-01-05T03:10:00Z,Sacramento Kings,Atlanta Hawks
2021-12-30T01:10:00Z,Chicago Bulls,Atlanta Hawks
2022-11-26T01:00:00Z,Indiana Pacers,Brooklyn Nets
2022-03-24T02:10:00Z,Portland Trail Blazers,San Antonio Spurs
2022-02-26T00:45:57Z,New York Knicks,Miami Heat
2022-11-29T00:10:44Z,Philadelphia 76ers,Atlanta Hawks
2021-12-02T00:41:43Z,Miami Heat,Cleveland Cavaliers
2022-02-15T01:12:41Z,New Orleans Pelicans,Toronto Raptors
2021-11-19T02:10:00Z,Utah Jazz,Toronto Raptors
2022-03-08T01:10:41Z,Minnesota Timberwolves,Portland Trail Blazers
2021-10-29T00:00:00Z,Houston Rockets,Utah Jazz
2022-03-24T00:40:04Z,Dallas Mavericks,Houston Rockets
2021-12-27T00:10:20Z,Oklahoma City Thunder,New Orleans Pelicans
2021-11-07T02:11:04Z,Phoenix Suns,Atlanta Hawks
2022-12-10T00:10:00Z,Indiana Pacers,Washington Wizards
2022-11-10T00:30:00Z,Atlanta Hawks,Utah Jazz
2022-04-09T00:00:00Z,Miami Heat,Atlanta Hawks
2022-12-06T01:11:37Z,Houston Rockets,Philadelphia 76ers
2022-02-17T01:11:43Z,Minnesota Timberwolves,Toronto Raptors
2021-10-28T23:10:00Z,Philadelphia 76ers,Detroit Pistons
2022-01-20T01:40:00Z,Dallas Mavericks,Toronto Raptors
2022-11-08T02:01:07Z,Memphis Grizzlies,Boston Celtics
2021-11-19T00:40:00Z,Cleveland Cavaliers,Golden State Warriors
2022-11-24T01:10:00Z,Oklahoma City Thunder,Denver Nuggets
2022-03-25T23:08:56Z,Detroit Pistons,Washington Wizards
2022-11-08T01:31:00Z,Miami Heat,Portland Trail Blazers
2021-12-07T01:10:00Z,Milwaukee Bucks,Cleveland Cavaliers
2022-12-01T02:10:00Z,Denver Nuggets,Houston Rockets
2022-02-07T00:11:03Z,Houston Rockets,New Orleans Pelicans
2022-04-28T23:37:01Z,New Orleans Pelicans,Phoenix Suns
2022-11-14T00:40:00Z,Philadelphia 76ers,Utah Jazz
2022-11-22T00:10:22Z,Indiana Pacers,Orlando Magic
2021-11-13T00:10:40Z,Charlotte Hornets,New York Knicks
2022-03-01T01:10:00Z,Milwaukee Bucks,Charlotte Hornets
2022-10-19T23:45:00Z,Miami Heat,Chicago Bulls
2022-03-30T23:43:00Z,Boston Celtics,Miami Heat
2022-11-15T00:10:51Z,Detroit Pistons,Toronto Raptors
2022-01-05T00:10:00Z,Toronto Raptors,San Antonio Spurs
2022-02-25T00:00:00Z,Detroit Pistons,Cleveland Cavaliers
2022-04-10T23:11:00Z,Orlando Magic,Miami Heat
2021-12-18T00:00:00Z,Orlando Magic,Miami Heat
2021-11-19T00:40:30Z,Cleveland Cavaliers,Golden State Warriors
2022-03-04T00:48:37Z,Boston Celtics,Memphis Grizzlies
2021-12-16T00:30:00Z,Dallas Mavericks,Los Angeles Lakers
2022-01-24T00:40:00Z,Dallas Mavericks,Memphis Grizzlies
2022-11-03T02:40:00Z,Los Angeles Lakers,New Orleans Pelicans
2021-12-11T00:40:00Z,Atlanta Hawks,Brooklyn Nets
2022-11-25T22:00:00Z,Charlotte Hornets,Minnesota Timberwolves
2022-12-03T02:10:54Z,Utah Jazz,Indiana Pacers
2022-12-20T00:10:31Z,Cleveland Cavaliers,Utah Jazz
2021-12-07T00:10:26Z,Charlotte Hornets,Philadelphia 76ers
2022-03-20T19:40:55Z,Houston Rockets,Memphis Grizzlies
2022-12-25T19:35:00Z,Dallas Mavericks,Los Angeles Lakers
2022-02-09T03:10:00Z,Portland Trail Blazers,Orlando Magic
2022-01-05T00:11:21Z,Cleveland Cavaliers,Memphis Grizzlies
2021-12-04T18:10:00Z,New York Knicks,Denver Nuggets
2022-10-29T00:10:57Z,Minnesota Timberwolves,Los Angeles Lakers
2021-11-24T00:35:00Z,New York Knicks,Los Angeles Lakers
2021-11-07T23:10:00Z,New York Knicks,Cleveland Cavaliers
2022-11-04T23:10:37Z,Indiana Pacers,Miami Heat
2022-03-09T00:10:00Z,Indiana Pacers,Cleveland Cavaliers
2021-12-04T00:10:39Z,Washington Wizards,Cleveland Cavaliers
2022-02-06T00:10:00Z,Washington Wizards,Phoenix Suns
2022-01-25T02:10:00Z,Phoenix Suns,Utah Jazz
2022-02-09T03:00:00Z,Los Angeles Lakers,Milwaukee Bucks
2021-12-11T01:10:00Z,Houston Rockets,Milwaukee Bucks
2022-12-11T23:10:00Z,Philadelphia 76ers,Charlotte Hornets
2022-01-11T01:10:00Z,Houston Rockets,Philadelphia 76ers
2021-11-02T00:10:28Z,Minnesota Timberwolves,Orlando Magic
2022-10-23T00:44:20Z,Dallas Mavericks,Memphis Grizzlies
2022-10-29T01:11:18Z,Denver Nuggets,Utah Jazz
2022-11-24T02:10:00Z,Utah Jazz,Detroit Pistons
2022-05-10T02:00:00Z,Golden State Warriors,Memphis Grizzlies
2022-03-24T00:10:15Z,Oklahoma City Thunder,Orlando Magic
2022-12-16T02:10:00Z,Utah Jazz,New Orleans Pelicans
2022-01-29T00:40:32Z,Atlanta Hawks,Boston Celtics
2022-12-24T01:10:00Z,Houston Rockets,Dallas Mavericks
2022-04-09T00:40:35Z,Dallas Mavericks,Portland Trail Blazers
2021-10-29T23:40:00Z,Miami Heat,Charlotte Hornets
2022-01-20T00:10:00Z,Washington Wizards,Brooklyn Nets
2022-11-23T02:10:00Z,Denver Nuggets,Detroit Pistons
2022-03-06T01:10:00Z,Minnesota Timberwolves,Portland Trail Blazers
2022-10-21T23:10:00Z,Washington Wizards,Chicago Bulls
2022-01-16T02:11:28Z,Denver Nuggets,Los Angeles Lakers
2022-02-06T03:10:00Z,Portland Trail Blazers,Milwaukee Bucks
2021-11-10T03:05:00Z,Los Angeles Clippers,Portland Trail Blazers
2022-01-16T02:40:00Z,Dallas Mavericks,Orlando Magic
2021-12-11T00:40:00Z,Toronto Raptors,New York Knicks
2022-11-13T00:10:00Z,Detroit Pistons,Boston Celtics
2022-03-22T23:32:08Z,New York Knicks,Atlanta Hawks
2022-04-03T22:10:00Z,Orlando Magic,New York Knicks
2022-12-10T22:10:00Z,Miami Heat,San Antonio Spurs
2022-11-12T03:10:50Z,Golden State Warriors,Cleveland Cavaliers
2021-11-08T01:40:45Z,Golden State Warriors,Houston Rockets
2021-12-09T00:10:00Z,Indiana Pacers,New York Knicks
2021-11-09T03:10:00Z,Golden State Warriors,Atlanta Hawks
2022-01-06T00:10:00Z,Orlando Magic,Philadelphia 76ers
2021-10-25T23:10:00Z,Indiana Pacers,Milwaukee Bucks
2021-12-09T01:10:41Z,Minnesota Timberwolves,Utah Jazz
2022-01-29T00:10:00Z,Orlando Magic,Detroit Pistons
2022-10-25T23:32:48Z,New Orleans Pelicans,Dallas Mavericks
2022-01-22T01:43:13Z,San Antonio Spurs,Brooklyn Nets
2022-12-22T00:40:00Z,New York Knicks,Toronto Raptors
2022-12-14T02:10:25Z,Utah Jazz,New Orleans Pelicans
2022-11-30T03:00:00Z,Portland Trail Blazers,Los Angeles Clippers
2022-01-01T02:10:00Z,Utah Jazz,Minnesota Timberwolves
2023-01-05T03:00:00Z,Golden State Warriors,Detroit Pistons
2021-10-21T02:15:00Z,Portland Trail Blazers,Sacramento Kings
2021-10-25T23:41:51Z,Miami Heat,Orlando Magic
2023-01-06T00:10:00Z,Orlando Magic,Memphis Grizzlies
2022-01-20T01:10:00Z,Milwaukee Bucks,Memphis Grizzlies
2022-01-06T00:10:24Z,Orlando Magic,Philadelphia 76ers
2022-01-20T00:45:37Z,Boston Celtics,Charlotte Hornets
2021-11-10T00:32:53Z,Philadelphia 76ers,Milwaukee Bucks
2022-01-12T00:10:00Z,Washington Wizards,Oklahoma City Thunder
2022-03-27T23:10:00Z,New Orleans Pelicans,Los Angeles Lakers
2021-12-24T01:40:00Z,Dallas Mavericks,Milwaukee Bucks
2022-03-30T23:10:54Z,Washington Wizards,Orlando Magic
2022-11-04T23:10:00Z,Philadelphia 76ers,New York Knicks
2021-11-07T20:40:00Z,Toronto Raptors,Brooklyn Nets
2023-01-03T01:10:00Z,Houston Rockets,Dallas Mavericks
2021-11-12T03:40:00Z,Los Angeles Clippers,Miami Heat
2021-11-03T01:10:00Z,Utah Jazz,Sacramento Kings
2022-02-15T00:41:50Z,New York Knicks,Oklahoma City Thunder
2021-11-09T01:10:23Z,Memphis Grizzlies,Minnesota Timberwolves
2021-12-10T00:10:00Z,Philadelphia 76ers,Utah Jazz
2022-01-24T00:10:13Z,San Antonio Spurs,Philadelphia 76ers
2022-11-02T23:42:00Z,Cleveland Cavaliers,Boston Celtics
2022-10-19T02:00:00Z,Golden State Warriors,Los Angeles Lakers
2021-12-20T00:40:00Z,Atlanta Hawks,Cleveland Cavaliers
2022-12-27T01:10:00Z,New Orleans Pelicans,Indiana Pacers
2022-12-01T00:10:00Z,Cleveland Cavaliers,Philadelphia 76ers
2022-12-18T01:10:00Z,Houston Rockets,Portland Trail Blazers
2022-03-28T23:10:45Z,Charlotte Hornets,Denver Nuggets
2022-03-05T00:45:37Z,Chicago Bulls,Milwaukee Bucks
2022-01-09T00:10:00Z,Detroit Pistons,Orlando Magic
2022-03-21T23:40:00Z,Philadelphia 76ers,Miami Heat
2022-05-13T01:30:00Z,Dallas Mavericks,Phoenix Suns
2021-11-17T03:06:52Z,Utah Jazz,Philadelphia 76ers
2023-01-03T00:10:00Z,Indiana Pacers,Toronto Raptors
2021-11-13T00:45:37Z,Boston Celtics,Milwaukee Bucks
2022-02-17T00:40:00Z,New York Knicks,Brooklyn Nets
2021-10-30T23:10:00Z,New Orleans Pelicans,New York Knicks
2022-04-21T23:33:21Z,Minnesota Timberwolves,Memphis Grizzlies
2021-11-05T02:10:00Z,Phoenix Suns,Houston Rockets
2022-04-16T22:15:00Z,Philadelphia 76ers,Toronto Raptors
2022-01-04T00:10:51Z,Philadelphia 76ers,Houston Rockets
2022-01-30T00:40:00Z,Philadelphia 76ers,Sacramento Kings
2022-04-07T00:10:00Z,Atlanta Hawks,Washington Wizards
2021-10-24T23:11:52Z,New York Knicks,Orlando Magic
2021-11-23T00:40:27Z,Atlanta Hawks,Oklahoma City Thunder
2022-01-11T01:11:05Z,Houston Rockets,Philadelphia 76ers
2022-03-13T17:00:00Z,Brooklyn Nets,New York Knicks
2022-03-27T01:10:00Z,Denver Nuggets,Oklahoma City Thunder
2021-11-25T00:10:00Z,Indiana Pacers,Los Angeles Lakers
2022-12-22T00:41:50Z,New York Knicks,Toronto Raptors
2022-01-09T00:40:35Z,Boston Celtics,New York Knicks
2021-12-09T01:10:17Z,New Orleans Pelicans,Denver Nuggets
2021-10-27T23:30:00Z,Brooklyn Nets,Miami Heat
2021-12-12T01:10:55Z,Memphis Grizzlies,Houston Rockets
2021-11-13T22:10:00Z,Utah Jazz,Miami Heat
2022-02-02T00:40:08Z,Toronto Raptors,Miami Heat
2022-01-15T01:40:56Z,San Antonio Spurs,Cleveland Cavaliers
2021-10-24T00:10:46Z,Minnesota Timberwolves,New Orleans Pelicans
2022-11-10T03:00:00Z,Sacramento Kings,Cleveland Cavaliers
2022-01-07T01:05:00Z,Memphis Grizzlies,Detroit Pistons
2021-11-06T00:10:00Z,Minnesota Timberwolves,Los Angeles Clippers
2022-01-12T00:11:05Z,Washington Wizards,Oklahoma City Thunder
2022-11-21T00:11:17Z,Houston Rockets,Golden State Warriors
2022-12-06T00:10:00Z,Charlotte Hornets,Los Angeles Clippers
2022-01-26T00:10:00Z,Toronto Raptors,Charlotte Hornets
2022-02-02T01:10:00Z,Chicago Bulls,Orlando Magic
2022-11-10T01:00:00Z,Chicago Bulls,New Orleans Pelicans
2022-11-02T02:00:00Z,Phoenix Suns,Minnesota Timberwolves
2022-10-19T23:15:00Z,Detroit Pistons,Orlando Magic
2022-03-19T01:10:18Z,Utah Jazz,Los Angeles Clippers
2022-05-21T01:00:00Z,Golden State Warriors,Dallas Mavericks
2023-01-02T01:10:00Z,Milwaukee Bucks,Washington Wizards
2021-11-27T01:00:00Z,Oklahoma City Thunder,Washington Wizards
2022-02-28T00:10:00Z,Houston Rockets,Los Angeles Clippers
2022-04-03T23:10:00Z,Toronto Raptors,Miami Heat
2022-04-03T19:40:00Z,Los Angeles Lakers,Denver Nuggets
2022-01-06T00:40:00Z,Dallas Mavericks,Golden State Warriors
2022-12-08T01:10:00Z,Chicago Bulls,Washington Wizards
2022-12-30T00:10:00Z,Charlotte Hornets,Oklahoma City Thunder
2022-03-07T01:10:56Z,Denver Nuggets,New Orleans Pelicans
2022-12-27T01:10:25Z,New Orleans Pelicans,Indiana Pacers
2021-12-21T01:10:00Z,Chicago Bulls,Houston Rockets
2022-01-22T00:10:00Z,Orlando Magic,Los Angeles Lakers
2022-11-06T20:40:00Z,Los Angeles Lakers,Cleveland Cavaliers
2022-01-30T20:40:00Z,Chicago Bulls,Portland Trail Blazers
2021-10-31T19:40:00Z,Dallas Mavericks,Sacramento Kings
2022-01-18T00:10:00Z,Orlando Magic,Portland Trail Blazers
2022-10-31T23:40:40Z,Brooklyn Nets,Indiana Pacers
2022-01-27T00:10:00Z,Indiana Pacers,Charlotte Hornets
2022-12-04T20:40:00Z,New Orleans Pelicans,Denver Nuggets
2021-10-22T23:10:00Z,Washington Wizards,Indiana Pacers
2022-01-04T03:11:48Z,Portland Trail Blazers,Atlanta Hawks
2021-11-04T23:40:00Z,Atlanta Hawks,Utah Jazz
2022-03-22T23:11:00Z,Orlando Magic,Golden State Warriors
2022-04-17T22:30:00Z,Milwaukee Bucks,Chicago Bulls
2021-12-07T01:10:00Z,Minnesota Timberwolves,Atlanta Hawks
2021-12-21T03:00:00Z,Golden State Warriors,Sacramento Kings
2022-02-09T01:00:00Z,New Orleans Pelicans,Houston Rockets
2021-12-14T00:10:30Z,Cleveland Cavaliers,Miami Heat
2022-10-29T23:41:09Z,Brooklyn Nets,Indiana Pacers
2022-12-16T03:40:00Z,Los Angeles Clippers,Phoenix Suns
2022-04-06T00:00:00Z,Oklahoma City Thunder,Portland Trail Blazers
2022-12-16T02:10:25Z,Utah Jazz,New Orleans Pelicans
2021-11-03T02:10:00Z,Phoenix Suns,New Orleans Pelicans
2021-12-08T01:40:15Z,San Antonio Spurs,New York Knicks
2022-01-18T01:40:00Z,Dallas Mavericks,Oklahoma City Thunder
2021-11-20T22:10:00Z,New York Knicks,Houston Rockets
2022-11-10T00:40:00Z,Brooklyn Nets,New York Knicks
2021-11-04T00:10:00Z,Minnesota Timberwolves,Los Angeles Clippers
2021-11-27T03:11:16Z,Golden State Warriors,Portland Trail Blazers
2022-03-09T03:00:00Z,Golden State Warriors,Los Angeles Clippers
2022-03-06T01:10:00Z,Miami Heat,Philadelphia 76ers
2022-04-17T17:00:00Z,Miami Heat,Atlanta Hawks
2022-02-13T00:40:00Z,Toronto Raptors,Denver Nuggets
2021-11-18T01:10:00Z,Minnesota Timberwolves,Sacramento Kings
2022-01-02T23:10:30Z,Boston Celtics,Orlando Magic
2022-10-23T23:13:37Z,New Orleans Pelicans,Utah Jazz
2022-12-08T00:40:47Z,Brooklyn Nets,Charlotte Hornets
